Gene,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
fsaA,110,84,100,67,75,115,118,89,64,55,58,40,91,86,299,181,139,141,96,137,96,85,1.61,5.06,15.63,20.27,10.40,40.76,32.78,27.12,38.86,48.92,11.33,22.80,25.42,14.12,20.45,0.59
phnA,90,513,193,88,143,115,134,114,121,138,144,145,140,157,209,194,123,116,54,109,103,97,15.69,15.10,19.14,12.74,6.53,6.15,48.47,7.51,26.36,52.71,18.62,24.58,15.90,36.51,5.74,31.81
pspB,318,223,178,212,188,175,248,350,139,162,168,99,74,221,176,370,298,439,321,128,241,372,9.48,15.88,8.93,2.22,18.82,18.57,46.71,47.57,13.57,37.85,6.71,44.24,43.13,24.52,5.27,11.21
addB,13,22,18,12,14,14,11,11,11,15,15,13,13,14,22,22,25,15,17,20,12,12,3.96,9.25,16.80,14.44,15.10,36.06,11.49,2.59,22.15,11.49,10.62,22.58,15.67,12.89,17.00,7.22
tolR,174,216,85,57,95,134,106,112,95,60,47,42,111,122,152,280,214,152,104,66,99,179,14.83,19.42,14.81,17.52,16.54,26.74,24.38,9.11,12.95,7.22,19.90,9.22,13.76,1.76,5.96,8.93
ydiH,569,271,176,539,305,365,200,250,214,189,204,165,279,255,2314,69,1887,800,338,216,231,252,8.67,14.52,31.84,5.14,8.68,21.46,12.33,6.33,13.48,74.93,11.61,15.03,7.88,4.28,18.18,14.53
surE,161,215,185,133,180,137,148,186,111,127,126,113,53,68,109,118,76,154,154,118,151,112,25.45,10.18,6.70,18.49,8.56,7.22,12.88,24.56,43.30,12.67,23.84,6.63,8.25,31.20,22.04,10.98
yddE,127,98,79,63,92,105,118,89,69,72,67,66,52,55,153,70,106,146,96,85,85,75,17.41,24.47,4.62,7.36,7.91,15.24,26.60,15.84,19.17,86.36,9.21,15.95,12.66,23.27,32.64,32.54
hslR,17,67,16,33,49,52,81,39,50,32,64,38,161,115,332,320,319,343,249,259,281,391,49.36,50.22,17.69,42.16,40.37,8.46,12.29,5.00,25.48,48.74,26.01,3.03,11.67,14.87,22.39,61.58
betB,85,145,82,63,55,44,63,40,61,47,40,20,44,33,103,99,58,66,71,45,51,91,8.25,5.37,4.44,11.65,37.18,16.28,22.04,22.52,21.36,28.41,11.92,32.74,12.27,4.75,18.51,33.25
sbcC,7,10,8,5,12,12,13,11,10,11,9,8,4,15,30,34,16,24,11,9,21,26,2.68,30.13,16.24,11.52,55.46,7.93,115.51,3.52,17.98,30.99,22.21,12.42,61.35,21.23,38.99,77.91
tsaA,65,98,68,52,62,54,62,55,58,50,41,33,49,65,100,105,91,109,55,63,80,85,14.89,8.50,7.11,10.80,12.32,16.46,46.55,12.95,46.87,58.33,13.79,27.15,7.18,37.96,6.86,11.37
cysU,260,106,134,230,277,196,285,270,398,251,170,139,14,56,401,260,82,182,286,142,183,337,19.79,28.97,26.19,16.82,24.93,13.11,72.16,14.37,72.86,77.04,35.66,23.90,67.60,51.42,33.22,6.57
hiuH,379,54,44,289,444,78,446,155,134,169,143,71,120,107,94,320,186,132,547,446,217,402,7.95,14.86,19.41,6.25,7.20,1.19,24.64,10.10,20.24,62.44,3.49,24.51,10.82,27.07,57.55,26.53
queD,283,593,230,76,179,205,211,177,128,91,81,55,151,118,199,279,208,164,148,157,201,264,10.67,3.61,11.22,13.85,2.38,11.97,30.42,20.95,15.45,30.88,4.57,13.68,6.34,26.50,9.99,14.78
glnK,58,3,2,1,1,6,16,7,4,0,26,73,114,119,63,37,416,23,27,29,1,112,77.35,33.17,22.32,90.08,3.08,56.64,84.73,44.67,93.69,105.99,25.71,43.15,52.79,47.97,44.09,13.77
rnt,237,377,165,96,83,100,100,87,85,57,46,34,88,62,185,113,157,153,93,75,93,94,15.34,18.28,5.05,20.12,23.12,11.16,5.96,9.08,14.02,29.10,9.87,9.53,34.99,17.27,24.38,20.63
yhjD,25,54,25,21,27,36,27,19,35,25,37,51,17,38,82,55,98,38,44,48,35,59,12.34,35.06,29.79,20.64,9.33,15.98,39.98,15.10,35.36,44.18,45.86,46.47,51.49,37.07,59.97,27.70
rsxG,90,123,74,68,95,96,82,77,89,69,70,39,55,63,85,89,106,72,73,61,69,71,18.48,12.82,9.86,17.97,9.74,37.61,18.10,13.86,7.94,27.24,4.17,2.45,29.64,14.11,9.17,14.67
yieP,158,261,162,89,74,105,86,105,76,72,59,44,58,53,159,108,116,98,86,54,66,105,8.39,8.11,18.96,10.94,12.73,15.41,22.95,33.71,20.34,34.61,15.17,21.17,22.87,26.04,24.44,30.01
yedF,687,1024,4981,1875,3186,2139,2186,1910,3849,4032,3361,2612,165,159,2278,590,470,1358,2796,2322,3519,1992,7.71,6.55,5.88,14.06,4.20,3.80,81.75,42.62,58.65,84.46,10.17,14.09,6.22,3.72,8.06,11.00
sufA,395,343,385,204,153,196,217,191,243,144,125,79,143,101,1011,351,276,448,169,124,138,210,11.71,12.75,13.52,18.33,13.24,1.51,7.09,19.78,15.01,13.41,5.46,9.32,4.86,9.94,20.10,7.70
hflD,165,274,218,103,144,203,165,144,170,149,130,115,56,58,54,141,66,143,158,122,137,151,15.82,16.83,5.10,3.13,2.93,7.63,30.40,31.97,30.42,23.64,23.98,19.93,13.63,30.88,29.79,5.16
fepC,12,6,27,18,11,14,15,18,9,8,6,6,28,42,69,27,36,81,11,16,18,20,8.69,21.53,35.34,36.52,22.59,26.74,47.71,29.03,10.64,17.76,13.56,6.16,3.54,26.88,67.33,26.93
lolC,29,48,27,14,18,27,21,37,31,24,23,15,10,28,13,14,25,47,28,9,20,51,14.86,33.30,13.26,9.94,34.02,8.76,17.53,80.62,6.68,23.44,40.67,26.18,89.02,59.50,9.78,42.51
glpR,75,145,109,51,64,60,90,68,60,53,57,48,65,43,58,142,59,96,92,81,90,123,13.23,11.87,14.21,38.28,28.55,28.42,14.72,13.38,25.58,73.33,19.49,6.86,4.46,17.02,21.98,6.36
lnt,47,71,61,18,29,46,30,29,38,37,32,25,33,21,21,44,62,33,33,21,21,43,19.16,25.60,1.12,3.36,11.37,13.84,30.26,43.96,36.79,32.26,8.21,17.87,25.86,35.72,25.64,26.73
mraY,20,29,17,18,24,23,25,33,34,25,22,19,31,30,18,40,30,24,11,15,10,21,31.34,32.20,7.56,12.72,24.23,18.37,12.94,26.17,60.57,28.28,9.13,2.79,17.30,28.38,43.91,2.93
ymbA,84,141,117,60,67,78,61,54,49,51,62,57,43,56,78,79,106,43,50,46,64,55,9.00,17.05,16.28,6.01,7.80,13.34,29.27,19.45,13.26,32.80,9.20,13.31,36.51,30.92,16.87,1.22
hslJ,24,94,13,19,9,11,16,51,9,14,10,11,156,74,81,138,149,65,12,20,12,13,34.42,41.58,30.71,15.34,49.80,66.08,12.30,43.18,54.42,19.57,8.17,2.26,24.34,11.72,26.14,38.57
cyoC,18,58,14,37,41,16,30,111,77,43,54,44,63,47,54,154,78,66,54,19,95,116,28.89,45.83,18.22,38.65,28.24,23.60,12.03,31.13,30.95,20.69,2.58,28.97,29.01,52.42,47.60,14.06
manY,110,139,80,48,84,280,119,86,688,426,294,245,41,38,60,112,54,115,139,77,92,246,22.98,14.73,7.70,35.92,35.55,13.54,52.96,38.68,30.37,57.91,45.17,16.99,17.85,19.32,30.36,25.02
dmsD,149,163,130,81,68,91,79,73,55,48,41,17,34,44,129,31,30,41,30,16,14,74,14.57,27.98,5.41,8.57,38.40,6.23,59.08,49.88,52.83,90.88,12.23,25.61,13.98,36.33,24.37,9.83
qmcA,9,28,14,14,17,37,18,10,38,34,42,43,33,30,13,5,17,13,24,17,25,17,31.55,57.60,6.32,20.17,11.11,5.64,39.70,34.27,41.61,65.56,25.60,20.48,18.38,16.47,36.94,17.70
borD,2525,7107,7573,713,2328,2008,2192,2111,1728,1207,812,772,530,93,483,427,247,428,236,251,410,645,9.78,10.24,9.99,3.97,29.55,12.09,5.63,55.05,119.50,62.06,22.58,26.67,20.91,28.12,19.81,18.40
fis,3523,11961,5565,1000,1643,1722,1664,935,1592,956,557,326,43,81,2178,3139,1392,1787,1528,648,1849,2436,16.63,10.17,11.56,11.06,6.67,9.70,27.91,20.85,27.15,23.83,17.86,13.51,10.47,15.87,13.16,7.14
slyX,282,450,263,130,245,171,234,251,173,146,91,80,99,111,215,311,168,142,133,143,183,110,14.29,12.45,25.28,12.48,13.29,9.23,57.71,34.35,21.69,35.16,12.76,7.79,10.51,14.10,19.13,13.78
yfcN,74,69,76,44,58,59,59,62,59,46,43,33,11,42,107,79,72,84,51,25,55,62,7.78,29.74,2.80,6.81,15.56,4.02,60.58,12.69,42.98,51.64,38.48,52.31,23.86,37.20,4.97,21.83
idi,17,32,28,34,22,13,19,10,28,29,44,47,35,41,33,24,32,8,12,62,16,16,17.07,46.92,34.60,41.12,47.12,22.46,60.12,52.57,70.12,49.47,11.00,25.14,40.67,24.33,50.70,31.26
zntB,9,30,15,12,12,17,17,6,21,18,18,15,26,23,20,29,32,20,12,13,10,19,16.43,50.91,9.91,8.96,22.20,4.48,3.37,2.49,8.54,21.67,14.02,14.75,10.62,27.99,25.84,3.31
rsmD,50,75,59,27,37,42,39,46,33,26,18,18,23,38,45,55,65,42,26,27,33,40,6.29,13.29,13.02,13.57,10.86,7.13,88.12,31.69,23.78,27.10,23.51,9.27,7.95,13.07,1.43,7.48
tolA,66,87,66,25,39,54,23,24,27,29,15,18,24,19,37,40,54,41,24,24,23,38,46.11,78.04,40.86,55.89,44.91,44.57,36.36,29.79,33.56,8.33,7.16,15.81,11.32,36.46,9.24,6.16
mnaT,76,17,8,49,46,40,56,48,38,26,28,27,38,40,109,78,121,73,56,37,40,67,5.03,2.45,14.58,31.18,28.79,12.61,18.62,4.09,52.28,17.04,15.75,23.00,11.96,19.69,10.54,7.75
treB,15,293,53,14,23,19,22,24,28,43,80,88,7,15,15,23,7,13,22,38,25,22,13.61,15.35,24.66,1.50,11.38,1.35,53.55,17.38,60.14,60.69,26.83,28.88,23.76,41.42,34.26,83.06
yajD,103,122,46,79,159,176,187,151,137,132,92,61,272,56,58,45,30,119,148,104,128,131,8.03,15.18,39.10,5.87,16.85,7.38,45.00,38.05,36.77,24.03,23.12,15.32,8.25,11.80,13.18,7.04
ypeA,82,179,59,59,103,85,65,69,64,66,67,57,39,44,103,70,105,119,65,42,57,71,23.20,36.32,20.87,16.84,6.80,13.18,27.72,12.75,58.86,6.57,16.82,32.08,4.74,31.76,7.56,34.85
yciG,64,69,106,33,35,66,71,45,47,70,66,60,1372,118,395,350,2864,85,74,62,23,58,10.76,18.24,33.95,20.92,14.30,12.02,9.07,23.95,16.71,43.29,34.60,8.03,15.07,16.33,27.87,6.86
ycjX,31,56,26,16,28,20,34,22,23,16,13,17,9,13,5,53,24,19,19,9,19,15,13.96,36.09,27.06,30.04,22.81,16.37,40.69,15.51,52.22,50.18,25.58,19.53,20.25,69.10,31.37,18.20
yfdC,12,29,36,16,20,27,24,7,31,44,43,51,8,20,12,15,22,11,25,15,8,15,17.64,64.76,10.95,17.10,15.23,12.07,27.10,12.74,28.31,50.18,20.99,20.89,38.47,35.47,66.48,35.79
yedQ,7,11,7,13,7,9,6,6,15,18,16,17,10,10,6,9,8,10,11,8,13,21,4.58,47.19,8.03,30.61,11.16,14.34,17.51,18.45,38.75,14.89,17.14,2.73,13.42,18.63,10.66,17.61
nadD,40,67,42,25,31,23,27,22,20,17,14,13,4,26,47,48,56,51,35,30,30,48,22.96,40.89,12.02,26.94,51.11,10.01,66.22,24.74,8.80,11.57,33.83,19.82,3.67,27.07,24.69,21.00
mdtK,8,16,10,4,2,14,11,5,17,10,10,10,21,13,16,11,20,12,6,4,7,12,33.58,111.03,20.54,28.33,13.98,5.13,28.85,25.76,38.92,48.09,16.20,34.91,32.88,14.02,6.45,62.43
yrbA,499,606,708,197,283,250,282,256,192,109,173,128,19,66,272,235,349,206,162,200,230,305,5.04,9.81,14.72,38.43,48.72,30.05,79.54,8.38,63.75,51.66,4.53,13.94,31.32,26.59,28.26,12.21
nudJ,46,31,56,11,47,50,31,11,15,9,9,7,41,36,48,31,56,28,14,15,14,29,17.62,70.42,38.51,20.56,40.72,2.70,17.48,16.43,27.60,108.65,16.71,40.92,15.69,38.97,26.90,53.64
coaD,62,64,56,30,35,41,58,39,41,27,26,33,42,33,56,97,74,48,57,55,61,56,17.88,8.11,9.80,18.74,22.18,6.79,3.41,23.27,43.44,61.74,6.88,16.17,17.53,30.19,5.80,15.78
cyaY,198,178,121,102,92,105,95,103,103,74,44,50,17,48,141,81,105,77,112,45,80,144,17.01,16.27,6.24,22.64,14.91,10.09,14.07,32.78,36.48,42.38,60.20,29.05,10.23,24.67,27.95,30.88
yiaJ,91,51,54,69,67,72,70,48,86,51,45,39,8,19,68,65,67,84,72,45,55,70,6.96,13.78,14.05,19.55,15.18,8.73,53.43,23.79,9.00,78.99,19.93,19.97,12.46,16.30,9.18,16.13
yobA,180,106,25,120,58,30,78,113,45,34,22,21,11,41,165,135,179,97,87,38,42,150,21.32,9.93,23.34,58.36,12.23,47.23,18.75,2.04,41.08,48.80,7.79,34.06,22.83,28.42,39.39,3.74
pabB,36,45,39,12,16,20,18,15,14,11,7,6,11,10,51,46,32,37,17,10,17,23,16.49,19.56,3.55,10.07,36.80,7.23,33.68,8.60,19.01,8.67,9.65,19.56,12.58,18.19,20.15,4.62
yjjA,211,400,255,114,196,190,224,205,143,132,114,111,79,29,271,247,292,224,178,178,181,206,3.25,12.93,7.38,22.34,16.50,19.00,65.11,62.31,19.92,52.33,4.84,33.36,5.97,6.60,8.28,17.30
focA,26,46,40,38,38,35,34,38,52,66,68,66,22,16,28,30,36,24,56,44,43,34,7.12,28.32,17.39,16.97,28.63,5.50,46.11,12.56,85.83,4.54,19.30,12.70,8.38,13.77,20.67,39.62
yhhM,60,76,45,40,51,68,49,47,50,48,59,65,30,37,59,98,97,33,44,46,32,38,2.84,16.49,4.24,4.26,2.64,11.09,48.79,46.50,24.91,11.53,33.00,22.08,9.41,32.20,16.77,10.24
fadM,13,16,12,130,121,63,69,54,79,111,124,115,45,32,38,35,13,13,71,104,81,23,21.21,13.08,18.60,2.56,21.27,11.28,39.82,6.51,8.49,77.20,23.54,80.90,29.12,12.92,37.97,8.25
sapA,20,42,23,14,16,19,15,19,21,16,15,17,21,8,21,20,16,36,17,16,12,16,18.84,12.52,23.49,2.09,9.00,16.80,25.20,46.68,41.48,29.21,30.61,30.52,6.41,29.22,17.86,11.92
ydcH,1,44,2,41,12,1,6,5,7,15,34,9,23,51,2,3,1,8,18,21,17,12,123.65,61.13,46.04,79.08,22.53,107.54,94.65,25.22,90.85,62.37,113.42,48.65,66.16,77.72,79.28,49.64
plsX,51,72,52,58,53,56,41,48,39,43,42,45,16,11,21,23,26,30,27,61,30,18,4.95,14.90,11.36,11.48,21.13,14.05,17.61,51.60,24.64,22.83,15.32,23.95,14.98,1.24,42.45,13.33
glcD,33,97,43,48,24,15,23,12,18,16,13,16,2,8,14,23,33,38,41,23,39,47,11.26,35.48,9.31,7.98,29.96,10.94,70.35,18.26,18.39,41.90,20.70,10.08,11.61,6.32,8.52,12.10
proW,30,1314,27,9,4,7,8,4,8,6,4,5,7,11,118,14,3,17,4,10,7,14,58.62,76.31,41.79,68.22,29.88,21.85,70.20,15.46,7.78,18.67,80.61,35.37,45.95,49.16,37.85,19.60
fetA,70,162,98,51,48,44,37,39,48,34,28,27,14,16,59,34,50,45,36,24,34,32,9.22,6.60,14.03,12.17,11.01,16.16,6.35,38.35,36.14,35.22,5.68,19.18,18.63,17.42,19.66,15.92
hisQ,104,20,22,41,67,102,78,96,101,117,127,126,11,17,14,24,15,40,67,41,54,59,7.77,48.78,8.35,7.99,23.92,14.86,99.69,84.22,15.07,85.42,9.15,34.01,15.40,37.20,20.68,18.74
holD,26,34,36,6,6,5,0,15,13,6,5,4,35,27,19,7,74,1,36,16,20,23,164.95,86.55,39.00,73.91,117.68,108.78,6.63,23.48,59.62,138.72,35.17,81.12,10.82,19.61,18.91,24.23
deoR,26,34,29,23,28,36,34,31,45,35,42,36,12,14,25,44,24,30,30,16,35,49,10.38,30.38,11.39,3.97,13.75,17.21,14.43,16.46,50.70,25.98,25.46,15.14,35.28,25.25,17.42,22.85
yafK,80,15,15,22,32,41,51,48,39,26,19,6,21,14,27,68,22,92,65,30,48,79,7.66,28.95,7.26,3.43,3.22,15.21,9.39,19.44,4.85,26.43,44.27,49.74,14.35,25.77,9.17,25.74
ycgB,5,36,6,8,10,8,11,5,8,9,13,17,8,6,6,5,17,7,7,9,7,6,8.59,34.84,33.97,14.01,36.22,5.09,46.84,25.01,24.60,19.62,13.00,18.82,26.31,26.85,24.46,32.96
bioH,68,68,71,61,20,21,26,36,27,24,16,14,25,13,27,13,46,27,18,19,23,30,25.39,22.69,6.42,15.98,21.64,18.42,29.84,78.47,41.39,70.11,3.44,31.18,22.09,13.53,17.27,10.94
entH,18,7,13,7,20,14,14,25,18,10,8,8,31,25,501,39,91,72,15,14,30,42,36.12,21.07,40.91,30.92,69.09,47.04,25.01,37.20,10.91,57.64,33.79,29.12,61.54,36.42,39.10,55.28
yahJ,2,8,4,8,5,5,9,8,7,10,8,7,6,7,15,15,15,12,13,14,10,9,17.54,30.94,54.18,18.70,14.01,32.19,54.09,11.89,16.55,57.92,9.93,6.47,20.03,5.09,10.26,16.32
ydjF,23,68,32,30,29,29,21,38,23,29,27,31,9,13,10,17,7,20,28,18,30,24,22.16,10.98,18.44,23.35,21.35,16.88,16.22,13.06,31.56,20.26,23.53,22.08,42.27,48.86,26.75,14.97
pspF,22,17,14,12,17,15,15,19,15,15,13,12,12,10,12,19,17,17,19,12,18,17,14.25,11.28,18.92,19.54,5.47,9.42,26.87,13.53,15.61,25.26,18.16,17.39,18.21,19.20,20.59,10.32
phoQ,12,32,14,15,14,20,15,19,18,22,21,23,5,6,9,12,11,16,22,14,24,22,8.86,44.54,10.45,9.03,12.85,9.11,14.17,15.06,16.04,26.12,15.26,21.18,4.84,39.98,23.84,11.75
rdoA,57,108,83,25,29,26,44,50,19,11,9,6,9,9,10,45,35,31,36,28,39,60,8.40,13.24,20.27,26.52,5.01,35.24,44.39,18.48,68.33,64.09,11.17,44.57,14.44,26.02,14.33,7.91
yhjK,3,4,4,4,4,5,3,5,10,9,8,11,4,5,3,5,3,1,4,5,5,3,21.99,70.12,31.51,18.87,13.33,28.64,95.67,41.61,39.63,14.46,85.41,115.38,10.39,57.91,49.50,58.67
eutC,12,13,22,15,19,12,19,15,36,33,41,40,4,11,26,18,36,24,11,24,19,42,13.42,17.96,4.84,2.24,12.36,17.13,51.41,20.69,45.77,35.34,21.62,56.36,68.64,21.06,42.99,58.61
zapE,32,31,35,17,22,34,28,28,44,31,29,20,10,8,17,31,20,16,28,16,31,44,15.06,20.13,17.80,5.65,21.09,10.59,45.32,48.69,17.92,26.83,9.17,41.89,19.20,28.45,26.47,9.84
bcsG,42,38,66,38,58,72,73,58,92,97,68,61,7,5,27,25,46,51,53,24,53,69,10.24,41.58,7.54,6.35,7.92,4.88,42.89,8.16,8.82,10.74,18.80,8.93,19.36,41.31,37.84,16.78
ynbE,83,104,119,46,74,99,87,78,71,63,50,52,61,47,131,73,133,99,76,68,83,145,9.16,30.08,16.10,6.93,7.40,16.80,28.07,14.90,17.38,50.66,18.69,6.34,20.88,19.70,11.46,27.65
ylbA,25,44,27,51,49,23,26,44,65,73,81,110,9,11,8,9,20,13,13,28,43,29,23.70,71.01,23.01,25.30,31.77,4.06,78.87,26.97,95.19,65.17,65.32,70.44,42.36,58.44,9.51,55.27
bioD,4,11,6,2,4,8,4,3,5,5,4,5,16,12,3,25,5,4,9,9,10,8,37.08,43.56,25.98,8.83,54.66,31.17,52.91,32.72,96.80,22.60,6.79,61.05,24.32,45.26,39.72,10.49
uidA,1,6,1,1,1,1,1,1,1,4,7,12,3,4,7,6,2,2,1,1,1,2,82.16,18.53,82.49,11.34,43.06,14.56,83.90,76.10,56.49,78.10,84.99,80.50,22.25,66.15,63.65,59.71
ompW,28,183,103,89,74,86,50,55,130,283,309,358,17,13,24,31,27,47,65,36,68,25,4.48,8.39,28.21,14.19,12.84,10.37,12.19,12.05,85.96,15.85,15.57,9.42,3.50,9.20,27.89,51.67
chaB,79,22,39,62,103,56,72,46,71,54,53,66,22,33,67,21,210,32,79,137,54,65,19.65,8.80,13.19,19.79,31.30,18.64,37.52,105.25,85.29,106.26,84.53,83.48,19.58,60.83,24.84,15.48
rnhA,24,36,29,8,9,14,12,14,10,6,7,4,15,17,31,18,24,19,12,8,10,12,26.10,24.44,21.55,17.99,32.54,37.23,16.13,12.40,23.03,28.78,13.11,13.23,23.15,5.17,7.10,15.81
baeS,9,15,8,20,14,12,16,10,13,13,10,11,5,6,7,23,9,13,16,9,13,17,4.16,9.64,13.59,15.51,30.03,21.14,52.60,83.88,43.22,58.65,24.61,3.80,24.81,21.01,36.86,12.95
cutA,12,20,47,62,59,33,59,56,86,89,131,113,30,22,121,27,85,21,8,72,38,18,53.65,58.40,21.45,9.60,26.38,20.92,23.51,31.89,25.65,101.00,13.10,108.46,57.62,38.10,40.77,53.32
rlmF,23,44,13,9,23,21,29,18,26,14,16,14,17,8,12,13,14,19,5,18,13,11,14.06,37.10,25.91,58.73,67.54,23.43,34.90,22.48,50.74,62.53,23.52,24.43,53.86,36.71,53.05,37.40
yfbR,59,63,68,31,41,41,46,38,40,31,20,19,10,12,34,39,34,26,31,19,19,33,8.79,5.01,7.82,23.99,15.48,12.93,10.65,9.93,2.61,17.79,15.96,7.63,12.27,8.20,19.88,14.23
ybbA,30,45,49,31,35,21,45,52,16,21,22,16,5,11,26,36,18,34,37,31,28,41,6.01,17.85,15.30,13.00,48.22,29.32,73.26,37.96,52.24,74.54,11.40,13.78,7.01,10.22,4.63,6.09
yceG,13,15,10,7,6,11,12,8,12,7,9,8,11,7,8,13,10,10,11,7,6,13,19.83,31.82,20.30,5.64,21.30,11.04,136.87,11.34,61.38,35.93,32.16,18.53,20.81,58.29,38.26,37.73
ybjS,16,24,15,8,8,8,9,13,11,9,8,9,6,7,7,24,9,13,8,9,10,11,9.05,16.55,5.47,23.26,16.76,13.48,33.47,3.98,26.55,9.62,12.47,12.06,5.46,21.49,4.45,8.56
rbsC,6,25,19,22,29,24,23,54,44,62,69,82,11,8,9,17,7,13,44,42,37,37,4.96,40.78,8.54,18.22,17.66,1.13,51.65,68.91,45.36,16.66,25.33,10.79,7.98,17.77,34.06,6.60
rssB,13,5,4,11,13,17,14,10,10,11,11,9,7,7,12,18,23,13,15,20,17,12,10.17,16.68,31.90,8.76,11.08,30.37,38.52,17.69,45.04,70.19,31.75,24.06,14.11,14.20,28.88,6.86
hemE,31,10,22,4,9,9,12,12,9,7,2,4,6,7,2,15,15,13,9,10,9,12,67.01,84.50,56.46,21.80,128.07,77.62,73.54,3.93,113.34,34.96,6.71,3.89,36.51,12.62,35.01,5.68
feoB,9,12,2,7,14,32,20,16,17,10,6,4,3,3,23,47,21,27,20,5,20,31,45.23,47.82,30.56,34.95,6.05,11.56,59.57,26.74,46.66,56.57,35.06,13.08,11.81,36.14,15.92,25.92
hemH,19,61,31,8,8,24,9,7,7,5,5,2,13,7,7,4,0,4,4,7,7,5,49.23,62.02,44.76,5.07,17.56,64.37,34.96,72.06,67.05,55.44,170.54,33.86,59.64,27.26,21.44,88.76
pqqL,8,8,9,2,6,6,5,5,7,5,3,2,3,2,8,4,4,6,5,3,5,5,18.32,13.91,18.15,10.11,28.18,36.75,30.51,13.86,17.28,41.10,79.33,26.67,4.88,35.21,46.98,17.13
alr,15,15,13,17,7,12,7,13,14,9,9,8,6,6,25,9,26,16,7,8,9,12,33.81,46.49,10.84,9.71,34.71,31.02,21.53,21.88,24.35,76.42,12.15,26.22,41.94,29.86,17.77,21.68
uvrC,1,2,6,1,1,1,3,1,1,1,1,1,1,4,5,2,7,7,1,2,1,2,52.03,28.98,9.00,30.89,29.98,101.06,55.18,70.50,29.49,128.09,32.07,9.59,94.99,88.79,70.53,33.54
dnaT,55,140,88,37,39,42,37,37,30,27,12,6,24,13,54,104,54,94,70,57,62,83,28.52,11.40,28.98,35.58,47.29,81.96,45.57,6.20,28.47,15.63,12.32,8.71,18.37,24.02,9.26,5.52
relB,178,275,218,98,130,128,147,134,85,75,75,56,20,27,148,60,37,95,138,96,110,173,8.24,16.69,2.88,18.47,36.15,8.71,44.47,31.59,92.30,32.60,11.89,30.53,52.72,30.34,31.51,20.01
rimI,45,55,63,53,61,77,73,59,46,47,27,26,14,15,90,49,57,104,93,61,71,91,5.64,4.52,9.59,14.28,34.87,13.23,15.39,29.55,20.88,17.45,27.80,15.22,21.73,3.99,35.19,34.81
yjhU,7,15,22,3,9,14,10,7,23,18,17,16,8,7,5,3,9,15,16,11,13,22,15.63,62.68,38.93,10.05,15.78,20.29,4.46,27.19,63.41,64.05,14.93,42.12,8.34,25.82,6.08,16.63
aas,6,12,10,6,7,8,7,7,10,13,12,9,2,3,4,6,6,8,5,3,5,8,21.22,27.05,6.90,7.74,20.80,7.32,80.14,28.71,34.28,14.23,25.03,15.68,22.11,35.42,62.22,67.18
dacB,8,12,6,4,4,5,5,5,5,5,3,2,5,4,5,13,5,6,4,2,6,6,21.71,23.86,17.10,11.65,22.60,9.85,87.53,17.64,55.73,16.30,14.53,26.50,34.09,35.65,11.19,49.23
rnpA,130,310,173,83,87,120,94,62,128,95,63,67,28,16,44,65,53,64,45,21,61,76,5.51,25.24,18.57,14.53,19.71,11.49,58.19,16.76,50.27,35.80,8.18,78.88,4.99,41.01,17.88,10.98
ebgR,24,31,30,12,18,14,14,13,15,8,6,5,4,6,13,15,11,10,10,6,10,6,15.46,28.26,19.82,31.71,50.97,31.38,15.53,14.84,9.60,33.46,2.39,12.65,8.52,13.74,21.86,23.10
rfaY,4,18,19,3,3,6,7,6,6,4,5,5,8,8,24,14,6,6,5,6,4,7,12.36,18.28,11.01,35.92,6.98,27.62,78.53,24.17,110.30,14.68,43.89,33.97,33.93,41.58,52.77,10.36
puuR,111,149,170,70,120,201,90,79,153,223,133,79,21,11,119,115,84,158,214,89,121,203,22.64,86.23,15.78,8.69,31.58,13.55,41.59,48.06,26.46,18.39,17.88,5.73,2.64,17.31,23.44,2.31
glcA,1,9,2,40,23,30,7,2,15,73,116,124,0,4,0,1,2,3,19,27,7,1,37.89,19.72,30.06,18.77,18.78,2.87,29.46,63.58,126.15,113.61,86.10,74.31,16.01,32.49,73.53,60.17
basR,13,21,11,12,33,13,43,27,19,23,23,32,10,8,8,11,15,24,24,45,21,17,16.87,19.09,22.56,5.97,13.93,26.46,72.39,14.41,48.30,73.77,24.07,27.30,10.09,28.41,58.87,43.86
xylH,0,0,0,0,0,0,4,1,0,0,0,0,0,5,2,9,3,105,7,1,20,13,87.17,59.26,60.09,172.02,171.57,111.67,171.49,109.29,58.97,131.60,128.63,35.40,25.44,158.93,59.70,48.48
lhgO,10,18,22,13,12,16,12,16,16,14,8,11,6,4,11,8,5,8,12,9,8,10,19.37,24.61,21.23,26.73,61.25,37.31,44.00,8.46,90.48,7.00,65.02,36.23,24.13,20.81,11.72,26.31
